PnL: 328.5504480626785, Win Rate: 83.33333333333334%, Parameters: (RSI Entry: 30, RSI Exit: 64, ATR Multiplier: 1.5, Reward Ratio: 2.5, RSI Period: 10, ATR Period: 14, ADX Period: 15, EMA Period: 95)
PnL: 306.39509041975776, Win Rate: 60.0%, Parameters: (RSI Entry: 30, RSI Exit: 62, ATR Multiplier: 1.5, Reward Ratio: 2.75, RSI Period: 10, ATR Period: 14, ADX Period: 25, EMA Period: 75)
PnL: 282.58701962631926, Win Rate: 83.33333333333334%, Parameters: (RSI Entry: 30, RSI Exit: 64, ATR Multiplier: 1.5, Reward Ratio: 2.25, RSI Period: 10, ATR Period: 14, ADX Period: 15, EMA Period: 95)
PnL: 269.7353121554901, Win Rate: 62.5%, Parameters: (RSI Entry: 30, RSI Exit: 62, ATR Multiplier: 1.5, Reward Ratio: 2.75, RSI Period: 10, ATR Period: 14, ADX Period: 25, EMA Period: 70)
PnL: 269.7353121554901, Win Rate: 62.5%, Parameters: (RSI Entry: 32, RSI Exit: 62, ATR Multiplier: 1.5, Reward Ratio: 2.75, RSI Period: 10, ATR Period: 14, ADX Period: 25, EMA Period: 70)
