Timestamp,Open,High,Low,Close,Volume
2024-03-21 08:59:00,1.8418,1.8418,1.839,1.839,3695.0
2024-03-21 09:00:00,1.8382,1.84,1.8377,1.84,9325.1
2024-03-21 09:01:00,1.8384,1.842,1.8384,1.8413,1605.3
2024-03-21 09:02:00,1.8422,1.8422,1.8373,1.8385,842.4
2024-03-21 09:03:00,1.8386,1.8425,1.8386,1.8425,2709.3
2024-03-21 09:04:00,1.8453,1.8453,1.8423,1.8423,7182.0
2024-03-21 09:05:00,1.8427,1.8429,1.8427,1.8428,1434.2
2024-03-21 09:06:00,1.8412,1.8412,1.8385,1.8385,1050.0
2024-03-21 09:07:00,1.84,1.84,1.8375,1.8375,461.1
2024-03-21 09:08:00,1.8386,1.8386,1.8379,1.8379,491.0
2024-03-21 09:09:00,1.8382,1.8394,1.8381,1.8381,1532.4
2024-03-21 09:10:00,1.8359,1.8364,1.8359,1.8364,848.4
2024-03-21 09:11:00,1.8376,1.8403,1.8334,1.8403,1766.5
2024-03-21 09:12:00,1.8395,1.8395,1.8395,1.8395,6061.7
2024-03-21 09:13:00,1.8396,1.8397,1.8393,1.8393,603.0
2024-03-21 09:14:00,1.8358,1.8359,1.8353,1.8353,1200.1
2024-03-21 09:15:00,1.8345,1.8345,1.8324,1.8336,823.6
2024-03-21 09:16:00,1.8326,1.8326,1.8312,1.8312,1881.1
2024-03-21 09:17:00,1.831,1.8318,1.8298,1.8298,1749.7
2024-03-21 09:18:00,1.8312,1.8314,1.8312,1.8314,826.5
2024-03-21 09:19:00,1.8294,1.8299,1.829,1.8299,4919.0
2024-03-21 09:20:00,1.8287,1.8302,1.8275,1.8302,958.4
2024-03-21 09:21:00,1.8281,1.8287,1.8281,1.8287,595.9
2024-03-21 09:22:00,1.8292,1.8298,1.8292,1.8298,311.2
2024-03-21 09:23:00,1.8282,1.8282,1.8268,1.8269,905.8
2024-03-21 09:24:00,1.8261,1.8286,1.8261,1.8286,1589.6
2024-03-21 09:25:00,1.8282,1.83,1.8282,1.83,6400.7
2024-03-21 09:26:00,1.8334,1.8334,1.8309,1.8309,670.2
2024-03-21 09:27:00,1.8338,1.8338,1.8338,1.8338,545.3
2024-03-21 09:28:00,1.8345,1.8349,1.8345,1.8349,910.3
2024-03-21 09:29:00,1.8315,1.8315,1.8315,1.8315,585.0
2024-03-21 09:30:00,1.8285,1.8285,1.8253,1.8253,926.3
2024-03-21 09:31:00,1.8258,1.8308,1.8258,1.8308,5485.8
2024-03-21 09:32:00,1.8301,1.8301,1.8301,1.8301,350.2
2024-03-21 09:33:00,1.8299,1.8299,1.8299,1.8299,450.0
2024-03-21 09:34:00,1.8281,1.829,1.8279,1.829,1380.5
2024-03-21 09:35:00,1.8293,1.8332,1.8293,1.8332,984.7
2024-03-21 09:36:00,1.8334,1.835,1.8334,1.835,7120.6
2024-03-21 09:37:00,1.8369,1.8369,1.8369,1.8369,4015.4
2024-03-21 09:38:00,1.836,1.8365,1.8345,1.8365,1209.6
2024-03-21 09:39:00,1.8371,1.8409,1.8371,1.8403,12518.9
2024-03-21 09:40:00,1.8401,1.8411,1.8389,1.8389,1201.7
2024-03-21 09:41:00,1.839,1.839,1.839,1.839,450.0
2024-03-21 09:42:00,1.8417,1.8417,1.8398,1.8417,1143.7
2024-03-21 09:43:00,1.8406,1.8416,1.8377,1.8379,5352.7
2024-03-21 09:44:00,1.8348,1.843,1.8342,1.843,32701.6
2024-03-21 09:45:00,1.8415,1.8415,1.835,1.8375,11836.9
2024-03-21 09:46:00,1.8405,1.8405,1.8401,1.8401,1508.0
2024-03-21 09:47:00,1.8434,1.8483,1.8434,1.8452,1522.6
2024-03-21 09:48:00,1.849,1.852,1.8487,1.852,21424.3
