Open Timestamp,Open Price,Stop Loss,Take Profit,Trade Type,Position Size,is_open,PnL,New Balance,Maker Fee,Close Price,Close Timestamp,Fee
2024-04-01 00:40:00,3625.1,3614.952821711925,3635.088766816471,Long,0.29471792610857733,False,-2.8474408205320283,997.0457209840744,0.10683819539362037,3615.8,2024-04-01 01:29:00,0.1065641077223394
2024-04-01 05:48:00,3536.1,3508.315646066792,3563.450601783678,Long,0.10677217604493136,False,-1.777968140056647,995.2299971348465,0.03775570917124818,3519.8,2024-04-01 05:50:00,0.037581670524294945
2024-04-01 05:52:00,3514.3,3473.4392240312527,3554.522882805908,Long,0.07219496659651072,False,2.9632012528227962,998.1678269105583,0.025371477111011762,3555.7,2024-04-01 07:06:00,0.025670364272721315
2024-04-01 11:41:00,3538.8,3528.6386286623665,3548.8027382929185,Long,0.293745762960479,False,2.5394967448611925,1000.603372904823,0.10395075059645431,3547.8,2024-04-01 12:14:00,0.10421512178311876
2024-04-01 14:30:00,3529.2,3511.5831368535028,3546.5418395747365,Long,0.1694842190539997,False,-3.8689281279302117,996.6746304063042,0.05981437058853758,3507.6,2024-04-01 14:52:00,0.20806899636383328
2024-04-01 15:09:00,3466.1,3422.7595616000585,3508.7638342808486,Long,0.06810274350832213,False,-2.938111034341372,993.7129142800355,0.02360509192741953,3423.3,2024-04-01 17:37:00,0.023313612185203916
2024-04-02 02:26:00,3463.3,3446.092945996829,3480.2384281182976,Long,0.17232984052026873,False,-3.5681462168195357,990.0850850695487,0.05968299366738468,3443.8,2024-04-02 02:29:00,0.2077143266742955
2024-04-02 06:43:00,3389.7,3400.7825136700167,3378.790499679083,Short,0.26704300355188615,False,2.6602984239640297,992.6548639265988,0.09051956691398284,3379.4,2024-04-02 07:37:00,0.09024451262032442
2024-04-02 22:35:00,3285.8,3295.6914444798526,3276.0629746337036,Short,0.30005329539272063,False,-3.4667167573799054,989.0895556574187,0.09859151180014016,3296.2,2024-04-02 22:48:00,0.34616248529572
2024-04-03 03:18:00,3321.1,3336.829968768114,3305.6155977756175,Short,0.1876787434223096,False,3.1097579534354503,992.1369836233762,0.06232998747798325,3304.2,2024-04-03 05:38:00,0.06201281040159955
2024-04-03 08:43:00,3356.7,3378.9799015003005,3334.7679185422417,Short,0.1326585842557205,False,2.5558387552601336,994.6482928716591,0.044529506977117696,3337.1,2024-04-03 09:12:00,0.044269496151976485
2024-04-04 04:35:00,3281.2,3299.9154158173214,3262.7767576793026,Short,0.15847290707547182,False,-3.8122931883221423,990.7840015530675,0.051998130269603815,3304.1,2024-04-04 05:55:00,0.18326361629382323
2024-04-04 09:06:00,3340.9,3349.3106989825956,3332.6206036480694,Short,0.3523882197967029,False,2.6311735968739076,993.2974457695896,0.11772938035188048,3333.1,2024-04-04 09:17:00,0.11745451754043905
2024-04-04 11:42:00,3349.7,3356.7370282636384,3342.7728294693497,Short,0.42242138846504945,False,2.773500558672591,995.929447835768,0.1414984924941376,3342.8,2024-04-04 11:55:00,0.14120702173609676
2024-04-04 13:10:00,3361.1,3370.4783511569462,3351.8680578609906,Short,0.3175833997519792,False,-4.09062662883746,991.7320782504399,0.10674295649063772,3372.8,2024-04-04 13:16:00,0.3749008517392164
2024-04-04 14:44:00,3388.8,3402.745267834692,3375.07243706187,Short,0.21239576152550194,False,2.243368636342291,993.9034702111165,0.0719766756657621,3377.9,2024-04-04 15:25:00,0.0717451642856993
2024-04-04 16:21:00,3381.9,3391.744937219514,3372.208755851457,Short,0.301880006885185,False,-2.8192845535013626,990.9820928580867,0.10209279952850073,3390.9,2024-04-04 16:23:00,0.1023644915346974
2024-04-05 00:52:00,3329.0,3341.4240122825736,3316.769943713175,Short,0.23831385427903307,False,4.115408585605001,995.0181667616023,0.07933468208949011,3311.4,2024-04-05 01:21:00,0.07891524970595902
