PnL: 515.2782549892062, Win Rate: 59.375%, Total Trades: 32, Parameters: (RSI Entry: 30, RSI Exit: 60, ATR Multiplier: 2.0, Reward Ratio: 2.0, ADX Period: 5, EMA Period: 20, EMA Close: 81, EMA_1: 2)
PnL: 472.38234451746905, Win Rate: 50.74626865671642%, Total Trades: 67, Parameters: (RSI Entry: 30, RSI Exit: 60, ATR Multiplier: 2.0, Reward Ratio: 2.0, ADX Period: 5, EMA Period: 20, EMA Close: 12, EMA_1: 20)
PnL: 459.36097986111184, Win Rate: 57.57575757575758%, Total Trades: 33, Parameters: (RSI Entry: 30, RSI Exit: 60, ATR Multiplier: 2.0, Reward Ratio: 2.0, ADX Period: 5, EMA Period: 20, EMA Close: 82, EMA_1: 2)
PnL: 459.36097986111184, Win Rate: 57.57575757575758%, Total Trades: 33, Parameters: (RSI Entry: 30, RSI Exit: 60, ATR Multiplier: 2.0, Reward Ratio: 2.0, ADX Period: 5, EMA Period: 20, EMA Close: 83, EMA_1: 2)
PnL: 459.36097986111184, Win Rate: 57.57575757575758%, Total Trades: 33, Parameters: (RSI Entry: 30, RSI Exit: 60, ATR Multiplier: 2.0, Reward Ratio: 2.0, ADX Period: 5, EMA Period: 20, EMA Close: 84, EMA_1: 2)
