PnL: 411.32466528216827, Win Rate: 60.0%, Total Trades: 15, Parameters: (RSI Entry: 20, RSI Exit: 60, ATR Multiplier: 2.5, Reward Ratio: 2.25, ADX Period: 5, EMA Period: 20, EMA: 60)
PnL: 411.32466528216827, Win Rate: 60.0%, Total Trades: 15, Parameters: (RSI Entry: 22, RSI Exit: 60, ATR Multiplier: 2.5, Reward Ratio: 2.25, ADX Period: 5, EMA Period: 20, EMA: 60)
PnL: 411.32466528216827, Win Rate: 60.0%, Total Trades: 15, Parameters: (RSI Entry: 24, RSI Exit: 60, ATR Multiplier: 2.5, Reward Ratio: 2.25, ADX Period: 5, EMA Period: 20, EMA: 60)
PnL: 391.72315084169446, Win Rate: 55.55555555555556%, Total Trades: 18, Parameters: (RSI Entry: 20, RSI Exit: 60, ATR Multiplier: 2.5, Reward Ratio: 2.25, ADX Period: 5, EMA Period: 10, EMA: 60)
PnL: 391.72315084169446, Win Rate: 55.55555555555556%, Total Trades: 18, Parameters: (RSI Entry: 22, RSI Exit: 60, ATR Multiplier: 2.5, Reward Ratio: 2.25, ADX Period: 5, EMA Period: 10, EMA: 60)
