PnL: 269.5112028331939, Win Rate: 57.14285714285714%, Total Trades: 14, Parameters: (RSI Entry: 28, RSI Exit: 62, ATR Multiplier: 2.5, Reward Ratio: 2.25, ADX Period: 25, EMA Period: 30, EMA: 90)
PnL: 268.58025643453084, Win Rate: 62.5%, Total Trades: 8, Parameters: (RSI Entry: 26, RSI Exit: 60, ATR Multiplier: 2.5, Reward Ratio: 2.75, ADX Period: 15, EMA Period: 30, EMA: 90)
PnL: 268.273237721323, Win Rate: 62.5%, Total Trades: 8, Parameters: (RSI Entry: 28, RSI Exit: 60, ATR Multiplier: 2.5, Reward Ratio: 2.75, ADX Period: 15, EMA Period: 30, EMA: 90)
PnL: 265.44478781494655, Win Rate: 50.0%, Total Trades: 14, Parameters: (RSI Entry: 28, RSI Exit: 62, ATR Multiplier: 2.5, Reward Ratio: 2.75, ADX Period: 25, EMA Period: 30, EMA: 90)
PnL: 257.9521169773227, Win Rate: 56.25%, Total Trades: 16, Parameters: (RSI Entry: 38, RSI Exit: 62, ATR Multiplier: 2.0, Reward Ratio: 2.25, ADX Period: 25, EMA Period: 30, EMA: 50)
