PnL: 514.9809829462633, Win Rate: 52.63157894736842%, Total Trades: 19, Parameters: (RSI Entry: 20, RSI Exit: 60, ATR Multiplier: 2.5, Reward Ratio: 2.5, ADX Period: 5, EMA Period: 10, EMA: 90)
PnL: 514.9809829462633, Win Rate: 52.63157894736842%, Total Trades: 19, Parameters: (RSI Entry: 22, RSI Exit: 60, ATR Multiplier: 2.5, Reward Ratio: 2.5, ADX Period: 5, EMA Period: 10, EMA: 90)
PnL: 453.5523616990132, Win Rate: 47.368421052631575%, Total Trades: 19, Parameters: (RSI Entry: 20, RSI Exit: 60, ATR Multiplier: 2.5, Reward Ratio: 2.75, ADX Period: 5, EMA Period: 10, EMA: 90)
PnL: 453.5523616990132, Win Rate: 47.368421052631575%, Total Trades: 19, Parameters: (RSI Entry: 22, RSI Exit: 60, ATR Multiplier: 2.5, Reward Ratio: 2.75, ADX Period: 5, EMA Period: 10, EMA: 90)
PnL: 438.64147491321603, Win Rate: 47.368421052631575%, Total Trades: 19, Parameters: (RSI Entry: 20, RSI Exit: 60, ATR Multiplier: 2.0, Reward Ratio: 2.75, ADX Period: 5, EMA Period: 10, EMA: 90)
