Timestamp,Open,High,Low,Close,Volume
2024-02-14 19:55:00,0.4586,0.4586,0.45723,0.45824,27518.0
2024-02-14 20:00:00,0.45734,0.45905,0.45656,0.45693,148404.0
2024-02-14 20:05:00,0.45708,0.45904,0.45583,0.45904,40799.0
2024-02-14 20:10:00,0.45904,0.45932,0.45809,0.45898,96250.0
2024-02-14 20:15:00,0.45908,0.45908,0.45736,0.45776,40728.0
2024-02-14 20:20:00,0.45728,0.45907,0.45567,0.45767,23813.0
2024-02-14 20:25:00,0.45705,0.4603,0.44794,0.45904,592482.0
2024-02-14 20:30:00,0.45891,0.47194,0.43203,0.45752,931871.0
2024-02-14 20:35:00,0.45803,0.45803,0.45737,0.45783,558.0
2024-02-14 20:40:00,0.45732,0.45732,0.45523,0.45664,202663.0
2024-02-14 20:45:00,0.45574,0.45619,0.45139,0.45341,112421.0
2024-02-14 20:50:00,0.45359,0.45737,0.44867,0.45095,270447.0
2024-02-14 20:55:00,0.45188,0.45382,0.4517,0.4517,106634.0
2024-02-14 21:00:00,0.45143,0.45188,0.44557,0.44622,1047500.0
2024-02-14 21:05:00,0.44612,0.44672,0.44331,0.44562,187692.0
2024-02-14 21:10:00,0.44582,0.4473,0.44465,0.44465,203008.0
2024-02-14 21:15:00,0.44465,0.44647,0.4429,0.44647,319768.0
2024-02-14 21:20:00,0.44571,0.44571,0.44338,0.44412,75721.0
2024-02-14 21:25:00,0.44402,0.44416,0.44054,0.44184,22418.0
2024-02-14 21:30:00,0.44205,0.44493,0.44087,0.44493,11751.0
2024-02-14 21:35:00,0.44413,0.44512,0.44345,0.44361,26074.0
2024-02-14 21:40:00,0.44361,0.44668,0.44361,0.44579,245715.0
2024-02-14 21:45:00,0.44553,0.44778,0.44553,0.44688,70139.0
2024-02-14 21:50:00,0.44701,0.44997,0.4469,0.44997,30355.0
2024-02-14 21:55:00,0.44929,0.45405,0.4488,0.45127,81970.0
2024-02-14 22:00:00,0.45207,0.45287,0.44999,0.45175,285951.0
2024-02-14 22:05:00,0.45104,0.45104,0.44854,0.44895,55913.0
2024-02-14 22:10:00,0.44856,0.44894,0.44748,0.44803,88042.0
2024-02-14 22:15:00,0.44813,0.44963,0.44714,0.44845,51192.0
2024-02-14 22:20:00,0.44815,0.44855,0.44645,0.4476,41892.0
2024-02-14 22:25:00,0.44769,0.44779,0.44568,0.44568,17433.0
2024-02-14 22:30:00,0.44583,0.44588,0.44362,0.44473,31817.0
2024-02-14 22:35:00,0.44557,0.44608,0.44436,0.44578,19903.0
2024-02-14 22:40:00,0.44607,0.44786,0.44585,0.44596,33315.0
2024-02-14 22:45:00,0.44626,0.44626,0.44346,0.44542,53641.0
2024-02-14 22:50:00,0.44516,0.44516,0.44265,0.44372,14547.0
2024-02-14 22:55:00,0.44385,0.44461,0.44366,0.44366,22034.0
2024-02-14 23:00:00,0.44286,0.44401,0.44227,0.44246,42361.0
2024-02-14 23:05:00,0.44249,0.44497,0.44143,0.44497,53405.0
2024-02-14 23:10:00,0.44487,0.45239,0.43538,0.44162,3827730.0
2024-02-14 23:15:00,0.44132,0.4431,0.4413,0.44202,60828.0
2024-02-14 23:20:00,0.44162,0.4449,0.43337,0.4449,3928585.0
2024-02-14 23:25:00,0.44396,0.44396,0.43986,0.44181,64237.0
2024-02-14 23:30:00,0.4421,0.44652,0.43628,0.44199,2414297.0
2024-02-14 23:35:00,0.44046,0.444,0.44046,0.444,62343.0
2024-02-14 23:40:00,0.44359,0.44362,0.4413,0.4418,26136.0
2024-02-14 23:45:00,0.4416,0.44297,0.43833,0.43952,15163.0
2024-02-14 23:50:00,0.43981,0.44028,0.43929,0.43979,11390.0
2024-02-14 23:55:00,0.44019,0.44029,0.43875,0.43908,13151.0
2024-02-15 00:00:00,0.4399,0.441,0.43844,0.43844,98747.0
2024-02-15 00:05:00,0.43824,0.4425,0.43804,0.4425,39097.0
2024-02-15 00:10:00,0.44144,0.44144,0.4393,0.4393,19887.0
2024-02-15 00:15:00,0.43905,0.44372,0.43905,0.44372,29684.0
2024-02-15 00:20:00,0.44385,0.45404,0.44385,0.45147,98055.0
2024-02-15 00:25:00,0.45106,0.4539,0.44837,0.45101,69574.0
2024-02-15 00:30:00,0.45078,0.45566,0.44768,0.45566,166625.0
2024-02-15 00:35:00,0.45538,0.46317,0.45325,0.45872,151806.0
2024-02-15 00:40:00,0.45664,0.45664,0.45247,0.45499,31443.0
2024-02-15 00:45:00,0.4524,0.45337,0.45162,0.45329,39967.0
2024-02-15 00:50:00,0.45231,0.45616,0.45231,0.45491,23295.0
2024-02-15 00:55:00,0.45415,0.45789,0.45415,0.45672,50701.0
2024-02-15 01:00:00,0.45656,0.45656,0.44779,0.44779,230746.0
2024-02-15 01:05:00,0.4477,0.44928,0.44521,0.44828,74456.0
2024-02-15 01:10:00,0.44948,0.45022,0.44651,0.44972,52071.0
2024-02-15 01:15:00,0.45012,0.45534,0.44763,0.45391,124007.0
2024-02-15 01:20:00,0.45512,0.45586,0.45271,0.45271,89938.0
2024-02-15 01:25:00,0.45293,0.45321,0.4498,0.4518,63315.0
2024-02-15 01:30:00,0.4518,0.4518,0.4451,0.44661,126310.0
2024-02-15 01:35:00,0.44501,0.4487,0.44461,0.44664,51245.0
2024-02-15 01:40:00,0.4461,0.44861,0.43071,0.43071,1667058.0
2024-02-15 01:45:00,0.44336,0.45532,0.42408,0.44156,2291500.0
2024-02-15 01:50:00,0.44139,0.45134,0.43446,0.4412,1968601.0
2024-02-15 01:55:00,0.4412,0.44214,0.44057,0.44174,241941.0
2024-02-15 02:00:00,0.44174,0.44441,0.4412,0.44382,196547.0
2024-02-15 02:05:00,0.4441,0.44413,0.44113,0.44123,338821.0
2024-02-15 02:10:00,0.44083,0.44234,0.42655,0.43832,997222.0
2024-02-15 02:15:00,0.43808,0.44306,0.43789,0.44107,1059602.0
2024-02-15 02:20:00,0.442,0.44431,0.43592,0.44129,1169964.0
2024-02-15 02:25:00,0.4416,0.44163,0.44002,0.44032,150691.0
2024-02-15 02:30:00,0.44032,0.44032,0.43287,0.43349,284702.0
2024-02-15 02:35:00,0.43358,0.43484,0.43259,0.43349,159868.0
2024-02-15 02:40:00,0.43307,0.43438,0.43269,0.43408,59888.0
2024-02-15 02:45:00,0.43408,0.43586,0.43405,0.43466,192250.0
2024-02-15 02:50:00,0.43467,0.43511,0.43133,0.43212,158512.0
2024-02-15 02:55:00,0.43212,0.43606,0.43212,0.43569,77232.0
2024-02-15 03:00:00,0.43565,0.43707,0.43327,0.43327,69486.0
2024-02-15 03:05:00,0.43326,0.43453,0.43181,0.43274,55656.0
2024-02-15 03:10:00,0.43264,0.43522,0.43264,0.43522,90920.0
2024-02-15 03:15:00,0.43522,0.43651,0.43336,0.43356,33212.0
2024-02-15 03:20:00,0.43336,0.43376,0.4318,0.433,51608.0
2024-02-15 03:25:00,0.43308,0.43308,0.4294,0.43247,261137.0
2024-02-15 03:30:00,0.43277,0.43684,0.43188,0.43624,327860.0
2024-02-15 03:35:00,0.43624,0.4426,0.43543,0.4426,74855.0
2024-02-15 03:40:00,0.44273,0.44455,0.44112,0.44112,62205.0
2024-02-15 03:45:00,0.4399,0.44013,0.43767,0.43767,31084.0
2024-02-15 03:50:00,0.4371,0.43999,0.437,0.43987,6406.0
2024-02-15 03:55:00,0.43987,0.44057,0.43861,0.43978,11529.0
2024-02-15 04:00:00,0.43979,0.43979,0.43616,0.43761,130483.0
2024-02-15 04:05:00,0.43713,0.43713,0.43622,0.43663,7842.0
2024-02-15 04:10:00,0.43683,0.43733,0.43534,0.43733,56432.0
2024-02-15 04:15:00,0.43735,0.43929,0.4369,0.43929,6038.0
2024-02-15 04:20:00,0.43929,0.43929,0.43684,0.43698,169711.0
2024-02-15 04:25:00,0.43708,0.43708,0.43629,0.43655,31520.0
2024-02-15 04:30:00,0.43608,0.4395,0.43564,0.4392,46321.0
2024-02-15 04:35:00,0.43989,0.44124,0.43954,0.44124,3790.0
2024-02-15 04:40:00,0.44068,0.44122,0.44023,0.44122,17557.0
2024-02-15 04:45:00,0.44184,0.44371,0.44122,0.44122,44031.0
2024-02-15 04:50:00,0.44151,0.4421,0.43859,0.43859,57876.0
2024-02-15 04:55:00,0.43864,0.43917,0.43736,0.43756,33132.0
2024-02-15 05:00:00,0.43778,0.44092,0.43728,0.44032,109993.0
2024-02-15 05:05:00,0.43982,0.44182,0.43962,0.44102,19675.0
2024-02-15 05:10:00,0.44051,0.44194,0.44051,0.44124,53675.0
2024-02-15 05:15:00,0.44135,0.45133,0.44046,0.45133,63587.0
2024-02-15 05:20:00,0.45057,0.45057,0.44627,0.44829,7935.0
2024-02-15 05:25:00,0.44691,0.4486,0.44624,0.4486,28780.0
2024-02-15 05:30:00,0.44935,0.44935,0.44383,0.44412,56332.0
2024-02-15 05:35:00,0.4451,0.4462,0.44463,0.4462,1733.0
2024-02-15 05:40:00,0.44771,0.44781,0.44639,0.44781,52582.0
2024-02-15 05:45:00,0.44733,0.44844,0.44383,0.44383,70272.0
2024-02-15 05:50:00,0.44363,0.44363,0.44065,0.44086,35690.0
2024-02-15 05:55:00,0.44216,0.44455,0.44206,0.44227,67912.0
2024-02-15 06:00:00,0.4403,0.44229,0.43971,0.44201,75647.0
2024-02-15 06:05:00,0.4431,0.44448,0.43816,0.43879,53369.0
2024-02-15 06:10:00,0.43867,0.43867,0.43261,0.43454,43170.0
2024-02-15 06:15:00,0.43524,0.43524,0.43115,0.43191,18492.0
2024-02-15 06:20:00,0.43032,0.43032,0.42335,0.42365,147183.0
2024-02-15 06:25:00,0.42434,0.42934,0.42358,0.42934,93788.0
2024-02-15 06:30:00,0.42952,0.42952,0.42682,0.42822,37702.0
2024-02-15 06:35:00,0.42743,0.42771,0.42514,0.42632,1748.0
2024-02-15 06:40:00,0.42684,0.42821,0.42463,0.42793,4958.0
