PnL: 267.32091720799116, Win Rate: 77.77777777777779%, Parameters: (RSI Entry: 28, RSI Exit: 64, ATR Multiplier: 1.0, Reward Ratio: 1.5, RSI Period: 10, ATR Period: 14, ADX Period: 5, EMA Period: 75)
PnL: 267.32091720799116, Win Rate: 77.77777777777779%, Parameters: (RSI Entry: 28, RSI Exit: 64, ATR Multiplier: 1.0, Reward Ratio: 1.5, RSI Period: 10, ATR Period: 14, ADX Period: 5, EMA Period: 80)
PnL: 267.32091720799116, Win Rate: 77.77777777777779%, Parameters: (RSI Entry: 30, RSI Exit: 64, ATR Multiplier: 1.0, Reward Ratio: 1.5, RSI Period: 10, ATR Period: 14, ADX Period: 5, EMA Period: 80)
PnL: 267.32091720799116, Win Rate: 77.77777777777779%, Parameters: (RSI Entry: 30, RSI Exit: 64, ATR Multiplier: 1.0, Reward Ratio: 1.5, RSI Period: 10, ATR Period: 14, ADX Period: 5, EMA Period: 75)
PnL: 252.14147310588237, Win Rate: 88.88888888888889%, Parameters: (RSI Entry: 28, RSI Exit: 64, ATR Multiplier: 1.0, Reward Ratio: 1.25, RSI Period: 10, ATR Period: 14, ADX Period: 5, EMA Period: 80)
